work_year,experience_level,employment_type,job_title,salary_in_usd,company_location,company_size
0,0,0,1,2.89076,2,2
0,0,0,1,2.02353,2,2
0,0,0,11,0.69751,25,2
0,0,0,11,0.37558,25,2
0,1,0,6,1.2,2,2
0,1,0,6,1.0,2,2
0,0,0,11,2.267,2,2
0,0,0,11,1.333,2,2
0,0,0,4,1.25,2,2
0,0,0,4,0.85,2,2
0,0,0,4,1.3,2,2
0,0,0,4,0.8,2,2
0,1,0,11,1.2,2,2
0,1,0,11,1.0,2,2
3,0,0,2,0.54094,7,0
1,1,0,20,0.18314,7,0
0,0,0,11,2.3125,2,2
0,0,0,11,1.3875,2,2
0,0,0,11,1.99,2,2
0,0,0,11,1.62,2,2
0,2,0,11,1.6,2,2
0,2,0,11,1.35,2,2
1,2,0,2,1.0,2,2
0,0,0,18,2.0,2,2
0,0,0,18,1.5,2,2
0,2,0,6,1.6,2,2
0,2,0,6,1.2,2,2
0,0,0,18,2.5,2,2
0,0,0,18,2.0,2,2
0,2,0,56,1.5,2,2
0,2,0,56,1.2,2,2
0,0,0,6,1.5,2,2
0,0,0,6,1.0,2,2
1,0,0,19,1.33,9,0
0,0,0,2,2.7255,2,2
0,0,0,2,1.982,2,2
0,0,0,2,1.82,2,2
0,0,0,2,1.4,2,2
0,0,0,11,2.0,2,2
0,0,0,11,1.6,2,2
0,0,0,9,2.045,2,2
0,0,0,9,1.422,2,2
0,1,0,2,1.2,2,2
0,1,0,2,1.05,2,2
0,0,0,11,1.875,2,2
0,0,0,11,1.75,2,2
0,0,0,9,2.045,2,2
0,0,0,9,1.422,2,2
0,0,0,4,1.55,2,2
0,0,0,4,0.64,2,2
0,0,0,12,2.35,2,2
0,0,0,12,1.85,2,2
0,0,0,15,1.745,2,2
0,0,0,15,1.13,2,2
0,0,0,2,1.431,3,2
0,0,0,2,1.13,3,2
0,0,0,3,1.84,2,2
0,0,0,3,1.42,2,2
0,0,0,2,1.4,2,2
0,0,0,2,1.2,2,2
0,0,0,15,1.745,2,2
0,0,0,15,1.13,2,2
0,0,0,2,1.8056,2,2
0,0,0,2,1.1544,2,2
0,0,0,2,1.4,2,2
0,0,0,2,1.2,2,2
0,0,0,18,2.481,2,2
0,0,0,18,1.459,2,2
0,0,0,2,1.2,3,2
0,0,0,2,1.1,3,2
0,0,0,11,2.915,2,2
0,0,0,11,1.8,2,2
0,1,0,9,0.75344,5,2
0,1,0,9,0.63192,5,2
0,0,0,11,1.618,2,2
0,0,0,11,1.416,2,2
0,1,0,9,0.58331,5,2
0,1,0,9,0.46178,5,2
0,0,0,11,1.66,2,2
0,0,0,11,1.28,2,2
0,0,0,15,1.7,2,2
0,0,0,15,1.1,2,2
0,0,0,11,1.6,2,2
0,0,0,11,0.75,2,2
0,0,0,11,2.36,2,2
0,0,0,11,1.82,2,2
1,1,0,4,0.14307,7,0
1,2,0,2,1.3,2,2
0,1,0,4,1.5,2,2
0,1,0,4,1.0,2,2
0,0,0,9,2.615,2,0
0,0,0,9,1.345,2,0
1,1,0,2,0.13989,7,0
0,1,0,2,1.3,2,2
0,1,0,2,0.9,2,2
0,2,0,11,1.6,2,2
0,2,0,11,1.35,2,2
1,0,0,68,1.25,2,0
1,0,0,11,1.75,2,2
1,0,0,11,1.55,2,2
1,0,0,11,1.536,2,2
1,0,0,11,1.068,2,2
1,0,0,2,1.5,2,2
1,0,0,2,1.4,2,2
1,0,0,50,1.22,2,2
1,0,0,50,0.945,2,2
1,0,0,11,1.7,2,2
1,0,0,11,1.3,2,2
1,0,0,50,1.45,2,2
1,0,0,50,1.28,2,2
1,0,0,11,1.45,2,2
1,0,0,11,1.0,2,2
1,0,0,11,1.75,2,2
1,0,0,11,1.2,2,2
1,0,0,11,1.45,2,2
1,0,0,11,1.15,2,2
1,0,0,38,1.5,2,2
1,1,0,4,1.5,2,2
1,1,0,4,1.0,2,2
1,1,0,2,1.5,2,2
1,1,0,2,1.275,2,2
1,0,0,2,1.265,2,2
1,0,0,2,0.51,2,2
1,1,0,11,2.6,2,2
1,1,0,11,1.75,2,2
1,2,0,21,0.4,38,2
1,2,0,44,0.4,20,2
1,0,0,11,2.5,2,2
1,0,0,11,0.63,2,2
1,0,0,9,2.1,2,2
1,0,0,9,1.6,2,2
1,0,0,2,2.7255,2,2
1,0,0,2,1.982,2,2
1,1,0,2,0.9456,12,2
1,1,0,2,0.52533,12,2
1,0,0,2,2.2,2,2
1,0,0,2,1.46,2,2
1,1,0,4,1.5,2,2
1,1,0,4,1.0,2,2
1,0,0,57,2.484,3,2
1,0,0,57,1.836,3,2
1,1,0,11,1.5,2,2
1,1,0,11,1.5,2,2
1,2,0,69,0.4,20,2
1,0,0,39,0.56723,7,0
1,1,0,11,1.2,2,2
1,1,0,11,0.95,2,2
1,2,0,11,1.6,2,2
1,2,0,11,1.35,2,2
1,2,0,50,0.24165,39,2
1,0,0,11,2.16,2,2
1,0,0,11,1.44,2,2
1,2,0,11,0.85,2,2
1,2,0,11,0.65,2,2
1,0,0,4,1.49,2,2
1,0,0,4,1.19,2,2
1,0,0,2,1.4,2,2
1,0,0,2,1.2,2,2
1,1,0,2,1.5,2,2
1,1,0,2,1.1,2,2
1,0,0,9,2.46,2,2
1,0,0,9,2.01,2,2
1,0,0,2,1.9,2,2
1,0,0,2,1.55,2,2
1,0,0,1,2.35,2,2
1,0,0,1,1.85,2,2
1,0,0,40,1.9,2,2
1,0,0,40,1.6,2,2
1,2,0,59,1.0,2,2
1,1,0,11,1.3,2,2
1,1,0,11,1.15,2,2
1,1,0,2,0.9235,5,2
1,1,0,2,0.67723,5,2
1,1,0,11,1.05,2,2
1,1,0,11,0.7,2,2
1,0,0,9,2.045,2,2
1,0,0,9,1.422,2,2
1,0,0,9,1.92,2,2
1,0,0,9,1.64,2,2
1,0,0,11,1.859,2,2
1,0,0,11,1.293,2,2
1,0,0,11,1.3,2,2
1,0,0,11,0.75,2,2
1,0,0,26,1.75,2,2
1,0,0,26,1.2,2,2
1,0,0,11,1.675,2,2
1,0,0,11,1.065,2,2
1,1,0,4,0.75,2,2
1,1,0,4,0.6,2,2
1,0,0,3,1.84,2,2
1,0,0,3,1.42,2,2
1,1,0,2,1.45,2,2
1,1,0,2,1.0,2,2
1,2,0,57,0.1,40,1
1,1,0,2,0.31795,2,2
1,1,0,67,0.44365,41,1
1,0,0,11,1.75,2,2
1,0,0,11,1.2,2,2
1,0,0,11,1.75,2,2
1,0,0,11,1.2,2,2
1,3,0,11,2.0,2,2
1,3,0,11,1.45,2,2
1,1,0,11,0.9235,5,2
1,1,0,11,0.7388,5,2
1,0,0,11,1.45,2,2
1,0,0,11,1.0,2,2
1,0,0,3,1.92,2,2
1,0,0,3,1.64,2,2
1,3,0,11,3.1,2,2
1,3,0,11,2.39,2,2
1,0,0,4,1.2,2,2
1,0,0,4,0.95,2,2
1,0,0,9,1.45,2,2
1,0,0,9,1.35,2,2
1,0,0,11,1.0,2,2
1,0,0,11,0.78,2,2
1,0,0,11,0.73546,1,2
1,0,0,11,0.36773,1,2
1,1,0,11,1.6,2,2
1,1,0,11,1.2,2,2
1,0,0,2,1.9,2,2
1,0,0,2,1.5,2,2
1,1,0,11,0.3561,7,0
1,0,0,36,1.25,18,0
1,0,0,11,1.2,2,2
1,0,0,11,0.95,2,2
1,1,0,4,1.5,2,2
1,1,0,4,1.0,2,2
1,0,0,2,0.4728,1,2
1,0,0,2,0.37824,1,2
1,0,0,4,1.15934,2,2
1,0,0,4,0.81666,2,2
1,0,0,2,1.75,2,2
1,0,0,2,1.4,2,2
1,0,0,11,1.2,2,2
1,0,0,11,0.95,2,2
1,0,0,6,2.495,2,2
1,0,0,6,1.4985,2,2
1,1,0,7,1.225,2,2
1,1,0,7,1.0,2,2
1,0,0,2,2.495,2,2
1,0,0,2,1.4985,2,2
1,2,0,4,0.55,2,2
1,2,0,4,0.48,2,2
1,0,0,18,2.495,2,2
1,0,0,18,1.4985,2,2
1,1,0,12,0.58837,12,1
1,0,0,11,1.9,2,2
1,0,0,11,1.2,2,2
1,0,0,4,1.27,2,2
1,0,0,4,1.04,2,2
1,0,0,2,2.1,2,2
1,0,0,2,1.5,2,2
1,0,0,9,2.1,2,2
1,0,0,9,1.5,2,2
1,0,0,11,2.1,2,2
1,0,0,11,1.3,2,2
1,0,0,2,1.8275,2,2
1,0,0,2,1.615,2,2
1,1,0,4,1.0264,2,2
1,1,0,4,0.661,2,2
1,0,0,18,2.1,2,2
1,0,0,18,1.5,2,2
1,0,0,11,1.988,2,2
1,0,0,11,1.226,2,2
1,1,0,11,1.3,2,2
1,1,0,11,0.8,2,2
1,0,0,2,1.36,2,2
1,0,0,2,1.04,2,2
1,0,0,4,1.5,2,2
1,0,0,4,1.0,2,2
1,2,0,11,1.6,2,2
1,2,0,11,1.35,2,2
1,0,0,11,2.16,2,2
1,0,0,11,1.44,2,2
1,3,0,2,1.59,2,2
1,3,0,2,1.3,2,2
1,0,0,4,1.15934,2,2
1,0,0,4,0.81666,2,2
1,0,0,11,2.15,2,2
1,0,0,11,1.5,2,2
1,0,0,9,2.46,2,2
1,0,0,9,2.01,2,2
1,1,0,11,1.87,2,2
1,1,0,11,1.53,2,2
1,0,0,9,2.55,23,2
1,0,0,9,1.85,23,2
1,1,0,4,4.30967,5,2
1,1,0,4,0.5541,5,2
1,0,0,4,0.50432,1,2
1,0,0,4,0.39925,1,2
1,0,0,4,1.69,2,2
1,0,0,4,1.106,2,2
1,2,0,53,0.60938,4,0
1,0,0,46,1.4,2,2
1,0,0,46,1.2,2,2
1,1,0,4,0.75,2,2
1,1,0,4,0.6,2,2
1,0,0,70,0.1,42,1
1,2,0,4,0.5,2,0
1,1,0,35,1.34,2,2
1,1,0,35,1.24,2,2
1,0,0,4,1.667,2,2
1,0,0,4,1.19,2,2
1,2,0,2,1.24234,2,2
1,2,0,2,0.7454,2,2
1,1,0,4,1.0,2,2
1,1,0,4,0.65,2,2
3,1,0,4,0.16904,7,0
1,2,0,36,2.0,3,0
1,2,0,9,0.12,43,0
1,0,0,11,2.2,2,2
1,0,0,11,1.46,2,2
1,0,0,11,0.68293,1,2
1,0,0,11,0.36773,1,2
1,0,0,30,1.1,2,2
1,0,0,30,0.7,2,2
1,2,0,4,0.5,2,0
1,0,0,11,1.2,2,2
1,0,0,11,0.95,2,2
1,1,0,4,1.5,2,2
1,1,0,4,1.0,2,2
1,0,0,2,0.4728,1,2
1,0,0,2,0.37824,1,2
1,0,0,15,1.9,2,2
1,0,0,15,1.35,2,2
1,0,0,2,1.28,2,2
1,0,0,2,0.815,2,2
1,0,0,2,1.73,2,2
1,0,0,2,1.1,2,2
1,0,0,9,1.92,2,2
1,0,0,9,1.2,2,2
1,0,0,4,1.15934,2,2
1,0,0,4,0.81666,2,2
1,0,0,4,1.2,2,2
1,0,0,4,0.95,2,2
1,0,0,71,1.9,2,0
1,0,0,11,1.94,2,2
1,0,0,11,1.294,2,2
1,0,0,4,2.01,2,2
1,0,0,4,0.892,2,2
1,0,0,2,1.65,2,2
1,0,0,2,1.25,2,2
1,0,0,3,2.3,2,2
1,0,0,3,1.96,2,2
1,1,0,9,1.3,2,2
1,1,0,9,0.9,2,2
1,1,0,28,1.5,2,2
1,1,0,28,1.0,2,2
1,1,0,9,2.3,2,2
1,1,0,9,1.5,2,2
1,0,0,11,1.536,2,2
1,0,0,11,1.068,2,2
1,1,0,28,1.3,2,2
1,1,0,28,1.0,2,2
1,0,0,11,2.16,2,2
1,0,0,11,1.44,2,2
1,1,0,2,1.8,2,2
1,1,0,2,1.2,2,2
1,2,0,11,1.6,2,2
1,2,0,11,1.35,2,2
1,0,0,4,1.925,2,2
1,0,0,4,1.4,2,2
1,0,0,11,1.525,2,2
1,0,0,11,1.3,2,2
1,0,0,4,0.65,2,2
1,0,0,4,0.55,2,2
1,0,0,11,1.7875,2,2
1,0,0,11,1.6,2,2
1,1,0,2,0.6304,12,2
1,1,0,2,0.52533,12,2
1,1,0,34,1.65,2,2
1,1,0,34,1.35,2,2
1,0,0,7,1.7,2,2
1,0,0,7,1.25,2,2
1,0,0,11,1.05,2,2
1,0,0,11,0.7,2,2
1,0,0,2,1.3,2,2
1,0,0,2,0.95,2,2
1,0,0,2,2.035,2,2
1,0,0,2,1.52,2,2
1,0,0,11,1.9743,2,2
1,0,0,11,1.3476,2,2
1,1,0,2,1.2,2,2
1,0,0,11,1.97,2,2
1,0,0,11,0.99,2,2
1,0,0,11,2.2,2,2
1,0,0,11,1.62,2,2
1,1,0,11,1.10446,44,2
1,1,0,11,0.79178,44,2
1,1,0,50,0.70186,5,2
1,1,0,50,0.51716,5,2
1,0,0,15,1.4904,2,2
1,0,0,15,1.139,2,2
2,1,0,20,0.95,2,2
3,0,0,4,1.15,2,1
1,0,0,4,1.71,20,0
1,2,0,72,0.13,43,1
1,0,0,11,1.0,2,2
1,0,0,11,0.78,2,2
1,0,0,11,1.2,2,2
1,0,0,11,0.95,2,2
1,0,0,30,1.1,2,2
1,0,0,30,0.7,2,2
1,2,2,73,0.5,2,1
1,0,0,2,1.859,2,2
1,0,0,2,1.293,2,2
1,1,0,4,1.5,2,2
1,1,0,4,1.0,2,2
1,0,0,11,2.3,2,2
1,0,0,11,1.546,2,2
1,0,0,9,2.045,2,2
1,0,0,9,1.422,2,2
1,1,0,11,1.6,2,2
1,1,0,11,0.75,2,2
1,0,0,2,0.4728,1,2
1,0,0,2,0.37824,1,2
1,0,0,11,2.13,2,2
1,0,0,11,1.52,2,2
1,0,0,2,1.4,2,2
1,0,0,2,1.2,2,2
1,0,0,2,1.1,2,2
1,0,0,2,0.7,2,2
1,0,0,57,2.272,3,2
1,0,0,57,1.68,3,2
3,2,0,70,0.2,45,2
1,1,0,2,0.6409,4,2
1,1,0,2,0.60938,4,2
1,0,0,1,2.43,2,2
1,0,0,1,1.83,2,2
1,0,0,11,1.75,2,2
1,0,0,11,1.5,2,2
1,1,0,2,1.3,2,2
1,1,0,2,0.9,2,2
1,1,0,4,1.65,2,2
1,1,0,4,1.24,2,2
1,0,0,11,1.78,3,2
1,0,0,11,1.32,3,2
1,0,0,11,3.0,2,2
1,0,0,11,1.3,2,2
1,0,0,4,1.69,2,2
1,0,0,4,1.106,2,2
1,0,0,4,1.16,2,2
1,0,0,4,0.96,2,2
1,0,0,4,0.9235,5,2
1,0,0,4,0.70186,5,2
1,0,0,4,1.05,2,2
1,0,0,4,0.7,2,2
1,1,0,28,1.05236,3,0
1,0,0,11,1.94,2,2
1,0,0,11,1.294,2,2
1,0,0,15,1.9,2,2
1,0,0,15,1.35,2,2
1,0,0,4,1.0,2,2
1,0,0,4,0.7,2,2
1,2,0,9,1.8975,2,2
1,2,0,9,1.4025,2,2
1,0,0,4,1.3,2,2
1,0,0,4,1.0,2,2
1,1,0,4,1.6,2,2
1,1,0,4,1.09,2,2
1,0,0,6,2.5,2,2
1,0,0,6,1.5,2,2
1,1,0,4,2.06,2,2
1,1,0,4,1.6,2,2
1,0,0,11,1.35,2,2
1,0,0,11,1.2,2,2
1,0,0,9,1.15573,12,2
1,0,0,9,0.73546,12,2
1,2,0,11,1.6,2,2
1,2,0,11,1.35,2,2
1,1,0,4,1.5,2,2
1,1,0,4,1.0,2,2
1,1,0,11,1.2,2,2
1,1,0,11,0.95,2,2
1,0,0,11,0.68293,1,2
1,0,0,11,0.42026,1,2
1,0,0,11,1.912,2,2
1,0,0,11,1.3,2,2
1,0,0,11,1.912,2,2
1,0,0,11,1.3,2,2
1,2,0,66,0.66192,4,0
1,2,0,70,0.5,46,1
1,0,0,11,2.3,2,0
1,0,0,11,1.546,2,0
1,0,0,11,1.2,2,2
1,0,0,11,0.95,2,2
1,0,0,2,1.4,2,2
1,0,0,2,1.2,2,2
1,0,0,4,1.69,2,2
1,0,0,4,1.106,2,2
1,1,0,4,0.8,2,0
1,0,0,11,1.859,2,2
1,0,0,11,1.293,2,2
1,0,0,7,1.35,2,2
1,0,0,7,1.1,2,2
1,1,0,19,1.55,2,2
1,1,0,19,1.4,2,2
1,0,0,11,2.05,2,2
1,0,0,11,1.5,2,2
1,0,0,11,1.795,2,2
1,0,0,11,1.34,2,2
1,1,0,2,1.8,2,2
1,1,0,2,1.2,2,2
1,0,0,2,1.859,2,2
1,0,0,2,1.293,2,2
1,0,0,2,1.75,2,2
1,0,0,2,1.45,2,2
1,0,0,15,2.35,2,2
1,0,0,15,1.75,2,2
1,2,0,50,0.27317,1,0
1,1,0,11,1.6,2,2
1,1,0,11,0.9,2,2
1,0,0,11,0.68293,1,2
1,0,0,11,0.36773,1,2
1,0,0,11,1.45,2,2
1,0,0,11,1.15,2,2
1,1,0,30,1.65,2,2
1,1,0,30,1.35,2,2
1,0,0,11,1.684,2,2
1,0,0,11,1.052,2,2
1,1,0,56,0.86193,5,2
1,1,0,56,0.49253,5,2
1,0,0,11,2.0,2,2
1,0,0,11,1.6,2,2
1,0,0,2,0.4728,1,2
1,0,0,2,0.37824,1,2
1,0,0,2,1.988,2,2
1,0,0,2,1.226,2,2
1,2,2,9,1.0,47,2
1,1,0,53,1.05066,12,2
1,0,0,4,1.3,2,2
1,0,0,4,1.0,2,2
1,1,0,7,1.04663,5,2
1,1,0,7,0.7388,5,2
1,0,0,11,1.25,2,2
1,0,0,11,1.1,2,2
1,1,0,4,1.65,2,2
1,1,0,4,1.24,2,2
1,0,0,2,1.48,2,2
1,0,0,2,1.07,2,2
1,1,0,4,1.5,2,2
1,1,0,4,1.0,2,2
1,2,0,11,1.6,2,2
1,2,0,11,1.35,2,2
1,1,0,11,1.2,2,2
1,1,0,11,0.95,2,2
1,0,0,11,1.536,2,2
1,0,0,11,1.068,2,2
1,1,0,4,1.0,3,2
1,1,0,4,0.65,3,2
1,1,0,11,1.2,2,2
1,1,0,11,0.95,2,2
1,0,0,11,0.6304,25,2
1,0,0,11,0.36773,25,2
1,3,0,11,3.1,2,2
1,3,0,11,2.39,2,2
1,0,0,26,2.995,2,2
1,0,0,26,2.451,2,2
1,0,0,2,1.68,2,2
1,0,0,2,1.3,2,2
1,0,0,2,1.36,2,2
1,0,0,2,1.04,2,2
1,1,0,11,1.61,2,2
1,1,0,11,1.18,2,2
1,0,0,3,2.05,2,2
1,0,0,3,1.84,2,2
1,0,0,2,1.859,2,2
1,0,0,2,1.293,2,2
1,0,0,26,2.475,2,2
1,0,0,26,1.722,2,2
1,0,0,74,0.68293,39,0
1,0,0,4,1.77,2,2
1,0,0,4,1.31,2,2
1,0,0,3,2.05,2,2
1,0,0,3,1.84,2,2
1,0,0,11,1.46,2,2
1,0,0,11,1.02,2,2
1,0,0,4,1.69,2,2
1,0,0,4,1.106,2,2
1,0,0,3,2.3,2,2
1,0,0,3,1.96,2,2
1,0,0,11,1.35,2,2
1,0,0,11,1.0,2,2
1,1,0,11,0.8,2,2
1,1,0,11,0.65,2,2
1,0,0,11,1.35,2,2
1,0,0,11,1.0,2,2
1,0,0,11,0.61566,5,2
1,0,0,11,0.43096,5,2
1,1,0,11,1.75,2,2
1,1,0,11,1.35,2,2
1,2,0,2,0.8,2,2
1,0,0,11,2.3125,2,2
1,0,0,11,1.3875,2,2
1,0,0,7,1.9375,2,2
1,0,0,7,1.1625,2,2
1,0,0,11,2.3125,2,2
1,0,0,11,1.3875,2,2
1,0,0,7,2.3125,2,2
1,0,0,7,1.3875,2,2
1,0,0,7,2.3125,2,2
1,0,0,7,1.3875,2,2
1,0,0,11,1.9375,2,2
1,0,0,11,1.1625,2,2
1,0,0,2,2.08,2,2
1,0,0,2,1.27,2,2
1,0,0,18,3.0,2,2
1,0,0,18,1.96,2,2
1,0,0,9,2.045,2,2
1,0,0,9,1.422,2,2
3,1,2,37,0.45555,48,2
1,0,0,11,1.859,2,2
1,0,0,11,1.293,2,2
1,0,0,2,0.4728,1,2
1,0,0,2,0.37824,1,2
1,0,0,9,2.045,2,2
1,0,0,9,1.422,2,2
1,0,0,2,2.05,2,2
1,0,0,2,1.85,2,2
1,0,0,2,1.859,2,2
1,0,0,2,1.293,2,2
1,0,0,9,2.475,2,2
1,0,0,9,1.722,2,2
1,2,0,11,1.6,2,2
1,2,0,11,1.35,2,2
1,1,0,4,1.5,2,2
1,1,0,4,1.0,2,2
1,0,0,4,1.1,2,2
1,0,0,4,0.95,2,2
1,0,0,2,1.859,2,2
1,0,0,2,1.293,2,2
1,0,0,3,2.05,2,2
1,0,0,3,1.84,2,2
1,2,0,2,0.17684,49,2
1,0,0,75,3.75,2,0
1,0,0,11,1.912,2,2
1,0,0,11,1.3,2,2
1,0,0,2,2.25,2,2
1,0,0,2,1.564,2,2
1,0,0,4,1.69,2,2
1,0,0,4,1.106,2,2
1,0,0,9,2.045,2,2
1,0,0,9,1.422,2,2
1,1,0,9,1.04663,5,2
1,1,0,9,0.80036,5,2
1,0,0,2,1.859,2,2
1,0,0,2,1.293,2,2
1,0,0,2,1.407,2,2
1,0,0,2,0.938,2,2
1,0,0,2,3.5,2,2
1,0,0,2,1.35,2,2
1,0,0,4,1.15934,2,2
1,0,0,4,0.81666,2,2
1,2,3,49,0.12,2,0
1,1,0,9,1.04697,10,0
1,2,0,69,0.33,4,1
1,2,0,34,0.34672,4,1
1,0,0,9,2.01,2,2
1,0,0,9,1.19,2,2
1,0,0,11,1.75,2,2
1,0,0,11,1.5,2,2
1,0,0,4,1.5456,2,2
1,0,0,4,1.23648,2,2
1,0,0,4,1.3,2,2
1,0,0,4,1.0,2,2
1,1,0,11,1.7,2,2
1,1,0,11,1.45,2,2
1,0,0,11,1.35,2,2
1,0,0,11,1.0,2,2
1,0,0,2,2.475,2,2
1,0,0,2,1.722,2,2
1,0,0,2,1.775,2,2
1,0,0,2,1.34,2,2
1,0,0,2,1.859,2,2
1,0,0,2,1.293,2,2
1,0,0,15,1.92564,2,2
1,0,0,15,1.44854,2,2
1,0,0,4,1.3,2,2
1,0,0,4,1.05,2,2
1,0,0,11,1.79305,2,2
1,0,0,11,1.42127,2,2
1,0,0,11,3.15,2,2
1,0,0,11,2.25,2,2
1,0,0,2,2.439,2,2
1,0,0,2,1.566,2,2
1,1,0,4,2.06,2,2
1,1,0,4,1.6,2,2
1,1,0,4,1.09,2,2
1,1,0,4,0.79,2,2
1,1,0,4,1.6,2,2
1,1,0,4,1.09,2,2
1,1,0,76,0.89306,50,0
1,0,0,11,1.825,2,2
1,0,0,11,1.285,2,2
1,1,0,11,1.6,2,2
1,1,0,11,0.9,2,2
1,2,0,27,0.773,2,2
1,2,0,27,0.456,2,2
1,0,0,4,1.27,2,2
1,0,0,4,1.1,2,2
1,0,0,15,2.1,2,2
1,0,0,15,1.36,2,2
1,0,0,77,0.12608,51,1
1,0,0,11,1.7,2,2
1,0,0,11,1.4,2,2
1,0,0,11,2.475,2,2
1,0,0,11,1.722,2,2
1,0,0,11,2.25,2,2
1,0,0,11,1.841,2,2
1,1,0,9,1.3,2,2
1,1,0,9,0.9,2,2
1,1,0,2,1.2,2,2
1,1,0,2,1.0,2,2
1,1,0,2,0.85,2,2
1,1,0,2,0.78,2,2
1,0,0,11,1.61,2,2
1,0,0,11,1.1,2,2
1,0,0,2,1.36,2,2
1,0,0,2,1.04,2,2
1,0,0,2,0.4728,1,2
1,0,0,2,0.37824,1,2
1,3,0,25,2.05,2,2
1,3,0,25,1.6,2,2
1,0,0,4,1.69,2,2
1,0,0,4,1.106,2,2
1,2,0,11,0.61566,5,2
1,2,0,11,0.49253,5,2
1,0,0,11,1.6,2,2
1,0,0,11,1.3,2,2
1,0,0,2,2.45,2,2
1,0,0,2,1.8,2,2
1,0,0,11,1.35,2,2
1,0,0,11,1.0,2,2
1,0,0,11,2.2,2,2
1,0,0,11,1.5,2,2
1,0,0,2,1.9844,2,0
1,0,0,2,1.44,2,0
1,0,0,11,2.4,2,2
1,0,0,11,1.7,2,2
1,0,0,2,1.9844,2,2
1,0,0,2,1.44,2,2
1,1,0,4,1.5,2,2
1,1,0,4,1.0,2,2
1,0,0,4,1.2,2,2
1,0,0,4,0.95,2,2
1,1,0,2,0.57872,5,2
1,2,0,4,0.64,2,0
1,2,0,2,0.39925,12,0
1,0,0,9,1.872,3,2
1,0,0,9,1.161,3,2
1,0,0,4,1.5,2,2
1,0,0,4,1.27,2,2
1,0,0,11,2.75,2,2
1,0,0,11,1.66,2,2
1,0,0,2,1.59699,2,2
1,0,0,2,1.38938,2,2
1,2,0,49,0.76,2,0
1,0,0,4,1.667,2,2
1,0,0,4,1.19,2,2
1,0,0,4,1.3,2,2
1,0,0,4,1.0,2,2
1,0,0,7,1.03432,5,2
1,0,0,7,0.9235,5,2
1,0,0,4,0.8,2,2
1,0,0,4,0.525,2,2
1,0,0,11,2.36,2,2
1,0,0,11,1.82,2,2
1,0,0,2,1.8,2,2
1,0,0,2,1.4,2,2
1,0,0,2,2.25,2,2
1,0,0,2,1.564,2,2
1,0,0,4,1.35,2,2
1,0,0,4,1.0,2,2
1,0,0,9,2.045,2,2
1,0,0,9,1.422,2,2
1,1,0,6,2.4,2,2
1,2,3,4,1.25404,2,1
1,0,0,11,3.0,2,2
1,0,0,11,1.3,2,2
1,0,0,11,1.95,2,2
1,0,0,11,1.75,2,2
1,0,0,11,1.55,2,2
1,0,0,11,1.1,2,2
1,0,0,78,1.23,2,2
1,0,0,78,0.9225,2,2
1,0,0,11,1.7,2,2
1,0,0,11,1.5,2,2
1,1,0,1,1.8,2,2
1,1,0,1,1.0,2,2
1,0,0,11,0.97,2,2
1,0,0,11,0.9,2,2
1,0,0,11,2.0,2,2
1,0,0,11,1.6,2,2
1,0,0,9,2.1,2,2
1,0,0,9,1.8,2,2
1,0,0,11,2.6,2,2
1,0,0,11,1.8,2,2
1,3,0,7,2.1,2,2
1,3,0,7,1.57,2,2
1,2,0,2,1.8,2,2
1,2,0,2,1.0,2,2
1,1,0,4,0.8,2,2
1,1,0,4,0.525,2,2
1,0,0,15,1.28,2,2
1,0,0,15,0.815,2,2
1,0,0,45,1.05,2,2
1,0,0,45,0.7,2,2
1,0,0,2,1.75,2,2
1,0,0,2,1.225,2,2
1,0,0,11,1.71,2,2
1,0,0,11,1.17,2,2
1,0,0,2,2.028,2,0
1,0,0,2,1.043,2,0
1,0,0,4,0.50432,1,2
1,0,0,4,0.36773,1,2
1,0,0,11,1.97,2,2
1,0,0,11,0.99,2,2
1,0,0,11,1.6,2,2
1,0,0,11,1.1,2,2
1,0,0,2,1.859,2,2
1,0,0,2,1.293,2,2
1,1,0,2,0.3,23,0
1,1,0,7,0.78,24,2
1,1,0,7,0.48,24,2
1,0,0,11,1.7,2,2
1,0,0,11,1.3,2,2
1,0,0,4,1.5,2,2
1,0,0,4,0.95,2,2
1,1,0,11,0.78,24,2
1,1,0,11,0.42,24,2
1,0,0,15,3.456,2,2
1,0,0,15,2.304,2,2
1,0,0,11,1.45,2,2
1,0,0,11,1.15,2,2
1,1,0,49,0.78,24,2
1,1,0,49,0.48,24,2
1,0,0,4,1.7595,2,2
1,0,0,4,1.3005,2,2
1,0,0,11,2.056,2,0
1,0,0,11,1.057,2,0
1,0,0,4,2.366,2,2
1,0,0,4,0.892,2,2
1,1,0,2,0.84,24,2
1,1,0,2,0.54,24,2
1,2,0,2,0.8,2,0
1,0,0,79,2.0,5,1
1,2,0,2,0.73742,3,0
1,0,0,47,1.65,2,1
1,2,0,2,0.33246,5,0
1,0,0,11,1.859,2,2
1,0,0,11,1.293,2,2
1,0,0,4,1.69,2,2
1,0,0,4,1.106,2,2
3,2,0,80,0.05409,7,0
3,1,0,11,0.7505,20,0
1,0,0,11,2.25,2,2
1,0,0,11,1.841,2,2
1,0,0,2,1.859,2,2
1,0,0,2,1.293,2,2
1,0,0,2,2.25,2,2
1,0,0,2,1.564,2,2
1,0,0,2,1.859,2,2
